channel_budget_digital,channel_budget_tv,channel_budget_radio,channel_budget_newspaper,sales,spend_frequency,start_date,end_date,duration,roi,engagement_metrics,target_audience_size,demographics,zip_code,seasonality
326.55,217.7,33.5,59.0,19.4,2,2023-07-30,2023-09-19,51,1.843676045,330,67713,2,92028,3
376.35,250.9,36.5,72.3,22.2,0,2023-11-13,2024-01-22,70,2.649119714,213,19935,4,95717,3
161.1,107.4,14.0,10.9,11.5,2,2023-08-14,2023-10-21,68,1.181872472,197,10107,4,95429,1
244.95,163.3,31.6,52.9,16.9,0,2023-11-27,2024-02-22,87,1.000514752,883,76784,2,95337,3
296.4,197.6,3.5,5.9,11.7,1,2023-07-06,2023-09-04,60,1.629662837,544,81556,3,93706,0
277.35,184.9,21.0,22.0,15.5,2,2023-09-28,2023-12-03,66,1.47360453,449,47365,0,90064,2
434.55,289.7,42.3,51.2,25.4,2,2023-01-28,2023-03-05,36,2.45428296,881,75042,2,92398,0
202.8,135.2,41.7,45.9,17.2,1,2023-08-30,2023-10-09,40,2.287000671,332,89814,3,93433,3
333.6,222.4,4.3,49.8,11.7,2,2023-12-24,2024-02-14,52,2.48878995,550,77227,0,94062,2
444.6,296.4,36.3,100.9,23.8,2,2023-02-25,2023-05-02,66,2.033036608,950,57751,3,90240,1
420.3,280.2,10.1,21.4,14.8,1,2023-12-16,2024-02-08,54,1.41277007,715,20825,0,92328,1
281.85,187.9,17.2,17.9,14.7,1,2023-03-14,2023-05-21,68,2.516065262,42,84134,0,94114,3
357.3,238.2,34.3,5.3,20.7,0,2023-11-10,2024-01-02,53,2.609449779,659,30926,0,91722,0
206.85,137.9,46.4,59.0,19.2,1,2023-01-23,2023-03-02,38,2.358758666,226,67706,2,94040,0
37.5,25.0,11.0,29.7,7.2,0,2023-07-27,2023-10-19,84,1.165233596,574,94443,0,92833,3
135.6,90.4,0.3,23.2,8.7,0,2023-05-24,2023-08-20,88,1.69148342,686,15773,1,92028,1
19.65,13.1,0.4,25.6,5.3,0,2023-08-30,2023-10-20,51,2.267094733,386,52901,2,96006,3
383.1,255.4,26.9,5.5,19.8,1,2023-05-29,2023-08-10,73,1.926716977,259,90483,3,95920,2
338.7,225.8,8.2,56.5,13.4,2,2023-08-15,2023-10-03,49,1.904105093,788,63636,2,93309,2
362.55,241.7,38.0,23.2,21.8,0,2023-10-06,2023-12-27,82,2.645836198,724,36630,1,92254,2
263.55,175.7,15.4,2.4,14.1,0,2023-11-28,2024-02-24,88,1.998363136,895,29330,4,90305,0
314.4,209.6,20.6,10.7,15.9,2,2023-02-01,2023-03-16,43,2.244988882,853,80816,3,93631,1
117.3,78.2,46.8,34.5,14.6,1,2023-01-03,2023-03-30,86,1.491376578,286,93268,1,91356,3
112.65,75.1,35.0,52.7,12.6,1,2023-12-23,2024-02-26,65,2.923230143,185,95067,2,90621,3
208.8,139.2,14.3,25.6,12.2,0,2023-12-14,2024-02-16,64,0.7559007282,721,82067,4,92590,3
114.6,76.4,0.8,14.8,9.4,1,2023-05-18,2023-08-12,86,2.827691483,896,15555,0,96046,1
188.55,125.7,36.9,79.2,15.9,0,2023-04-25,2023-06-30,66,0.6044159283,951,19669,3,91723,2
29.1,19.4,16.0,22.3,6.6,0,2023-04-06,2023-07-04,89,1.864752094,115,56585,2,95614,0
211.95,141.3,26.8,46.2,15.5,0,2023-09-24,2023-12-06,73,2.863181608,248,63396,2,92061,3
28.2,18.8,21.7,50.4,7.0,2,2023-11-10,2024-01-21,72,0.7433896481,828,32051,2,93529,1
336.0,224.0,2.4,15.6,11.6,1,2023-01-05,2023-02-26,52,1.704754299,377,21222,0,92324,1
184.65,123.1,34.6,12.4,15.2,1,2023-01-10,2023-02-09,30,2.085870426,578,28056,4,93924,2
344.25,229.5,32.3,74.2,19.7,2,2023-03-20,2023-05-14,55,2.370951098,8,26446,2,92227,0
130.8,87.2,11.8,25.9,10.6,0,2023-03-10,2023-04-26,47,2.704666596,364,93493,4,92315,0
11.7,7.8,38.9,50.6,6.6,2,2023-11-27,2024-01-01,35,1.148521215,382,87857,4,95240,3
120.3,80.2,0.0,9.2,8.8,2,2023-10-30,2024-01-17,79,2.171862875,857,16160,1,95202,1
330.45,220.3,49.0,3.2,24.7,2,2023-10-05,2023-12-06,62,2.218712851,120,95561,3,92059,3
89.4,59.6,12.0,43.1,9.7,1,2023-08-07,2023-09-16,40,1.073669907,278,45515,2,92805,2
1.05,0.7,39.6,8.7,1.6,2,2023-04-27,2023-06-01,35,1.728035962,257,27692,0,94618,3
397.8,265.2,2.9,43.0,12.7,0,2023-10-09,2023-12-14,66,0.6972059548,144,62018,0,94102,3
12.6,8.4,27.2,2.1,5.7,2,2023-08-30,2023-10-26,57,0.8944951927,191,46376,4,95360,1
329.7,219.8,33.5,45.1,19.6,1,2023-10-07,2023-11-16,40,0.5214891965,801,59733,3,93962,2
55.35,36.9,38.6,65.6,10.8,1,2023-03-05,2023-04-20,46,2.568138658,931,20348,1,91607,1
72.45,48.3,47.0,8.5,11.6,1,2023-01-24,2023-04-09,75,2.616544835,408,85781,0,92123,3
38.4,25.6,39.0,9.3,9.5,2,2023-10-11,2023-11-25,45,2.221262658,27,60641,1,93924,0
410.55,273.7,28.9,59.7,20.8,2,2023-11-17,2023-12-27,40,1.704930157,639,20089,1,92780,3
64.5,43.0,25.9,20.5,9.6,0,2023-08-19,2023-09-30,42,2.987301382,402,10682,3,90026,2
277.35,184.9,43.9,1.7,20.7,2,2023-05-19,2023-07-22,64,1.342748905,127,77010,0,91101,0
110.1,73.4,17.0,12.9,10.9,2,2023-05-22,2023-08-11,81,1.634913131,555,93505,3,92105,2
290.55,193.7,35.4,75.6,19.2,1,2023-04-15,2023-05-18,33,2.631988511,884,23645,0,92835,3
330.75,220.5,33.2,37.9,20.1,1,2023-01-23,2023-04-06,73,2.550817351,166,31424,2,93514,2
156.9,104.6,5.7,34.4,10.4,0,2023-03-19,2023-04-23,35,2.541617562,670,41626,0,96038,0
144.3,96.2,14.8,38.9,11.4,1,2023-07-31,2023-09-21,52,0.5085189082,842,56519,4,92610,0
210.45,140.3,1.9,9.0,10.3,0,2023-05-03,2023-07-17,75,1.07967555,789,58610,2,92211,1
360.15,240.1,7.3,8.7,13.2,0,2023-07-16,2023-08-26,41,2.045421981,738,76790,3,95776,2
364.8,243.2,49.0,44.3,25.4,1,2023-05-11,2023-07-27,77,2.338192545,541,80677,0,93610,1
57.0,38.0,40.3,11.9,10.9,0,2023-06-08,2023-08-05,58,2.491497246,719,88878,3,94928,1
67.05,44.7,25.8,20.6,10.1,1,2023-10-25,2024-01-03,70,1.815687246,850,15871,1,94502,0
421.05,280.7,13.9,37.0,16.1,1,2023-08-27,2023-10-17,51,2.060708624,473,51059,1,92625,2
181.5,121.0,8.4,48.7,11.6,2,2023-07-05,2023-08-21,47,0.6284603487,159,55991,4,95511,0
296.4,197.6,23.3,14.2,16.6,1,2023-07-23,2023-10-04,73,2.003778292,586,29749,2,95037,1
256.95,171.3,39.7,37.7,19.0,0,2023-09-07,2023-11-21,75,2.670838426,403,59888,2,93239,2
281.7,187.8,21.1,9.5,15.6,0,2023-08-06,2023-09-29,54,2.588232157,524,32178,4,91001,1
6.15,4.1,11.6,5.7,3.2,1,2023-10-29,2023-11-30,32,1.721732905,826,54581,4,90059,3
140.85,93.9,43.5,50.5,15.3,0,2023-12-01,2024-01-09,39,1.922450598,699,49523,0,94549,1
224.7,149.8,1.3,24.3,10.1,1,2023-11-08,2023-12-12,34,0.8230157315,937,99586,0,93260,3
17.55,11.7,36.9,45.2,7.3,2,2023-04-23,2023-06-23,61,1.928567716,676,66199,3,90068,0
197.55,131.7,18.4,34.6,12.9,2,2023-09-19,2023-12-12,84,2.195062341,491,39735,4,92592,1
258.75,172.5,18.1,30.7,14.4,0,2023-04-22,2023-07-18,87,1.815547993,166,18811,3,95519,0
128.55,85.7,35.8,49.3,13.3,2,2023-12-16,2024-02-12,58,1.725693104,548,26912,2,95454,1
282.6,188.4,18.1,25.6,14.9,2,2023-01-13,2023-03-09,55,0.9677203953,589,36060,1,90047,1
245.25,163.5,36.8,7.4,18.0,1,2023-12-04,2024-01-25,52,2.92144107,583,53367,2,92866,3
175.8,117.2,14.7,5.4,11.9,2,2023-06-08,2023-07-28,50,0.5388755052,611,90826,0,93615,2
351.75,234.5,3.4,84.8,11.9,0,2023-08-20,2023-11-08,80,0.6441898173,141,27466,3,95148,2
26.85,17.9,37.6,21.6,8.0,1,2023-09-30,2023-11-21,52,1.40022794,401,59451,1,94501,2
310.2,206.8,5.2,19.4,12.2,0,2023-08-05,2023-09-30,56,2.750472203,580,87194,3,94107,3
323.1,215.4,23.6,57.6,17.1,0,2023-12-21,2024-02-13,54,1.739400755,67,24044,4,92128,0
426.45,284.3,10.6,6.4,15.0,0,2023-07-25,2023-10-19,86,2.707928658,624,20660,2,92691,1
75.0,50.0,11.6,18.4,8.4,2,2023-11-29,2024-01-04,36,2.921000442,547,53444,0,90743,2
246.75,164.5,20.9,47.4,14.5,2,2023-12-08,2024-02-06,60,2.022217564,621,63638,4,92661,0
29.4,19.6,20.1,17.0,7.6,2,2023-12-27,2024-03-25,89,2.021947985,919,97139,3,90036,1
252.6,168.4,7.1,12.8,11.7,1,2023-04-20,2023-07-16,87,0.8642789746,168,87595,1,95209,1
333.6,222.4,3.4,13.1,11.5,1,2023-03-19,2023-05-02,44,1.380315392,623,95742,4,92342,0
415.35,276.9,48.9,41.8,27.0,0,2023-12-17,2024-02-24,69,2.233092613,862,19733,2,92126,2
372.6,248.4,30.2,20.3,20.2,0,2023-05-07,2023-07-27,81,1.391613704,311,58631,3,92258,3
255.3,170.2,7.8,35.2,11.7,2,2023-01-16,2023-04-13,87,1.774208027,536,38454,2,95682,2
415.05,276.7,2.3,23.7,11.8,2,2023-01-09,2023-02-16,38,1.065916799,383,57888,2,95070,2
248.4,165.6,10.0,17.6,12.6,0,2023-01-01,2023-03-05,63,2.75860861,699,78204,0,94518,0
234.9,156.6,2.6,8.3,10.5,1,2023-04-08,2023-06-15,68,2.580115948,395,43595,4,94973,0
327.75,218.5,5.4,27.4,12.2,2,2023-12-04,2024-01-09,36,1.730505524,510,12293,0,91606,2
84.3,56.2,5.7,29.7,8.7,1,2023-10-13,2023-12-03,51,1.268068654,527,51719,3,91792,3
431.4,287.6,43.0,71.8,26.2,1,2023-02-16,2023-05-12,85,2.806119738,424,43689,1,94519,2
380.7,253.8,21.3,30.0,17.6,1,2023-08-29,2023-11-23,86,1.894720306,127,86056,2,95961,0
307.5,205.0,45.1,19.6,22.6,2,2023-03-03,2023-04-14,42,1.264514041,735,57050,4,94132,3
209.25,139.5,2.1,26.6,10.3,1,2023-02-17,2023-05-09,81,2.278172654,428,78582,2,95570,2
286.65,191.1,28.7,18.2,17.3,2,2023-03-21,2023-05-10,50,1.022225723,588,91858,2,92843,2
429.0,286.0,13.9,3.7,15.9,1,2023-06-14,2023-08-08,55,1.800144896,572,17580,3,95830,1
28.05,18.7,12.1,23.4,6.7,1,2023-03-09,2023-04-14,36,2.508293235,57,43133,0,91001,0
59.25,39.5,41.1,5.8,10.8,1,2023-11-02,2023-12-10,38,2.072240196,235,79503,4,96016,0
113.25,75.5,10.8,6.0,9.9,0,2023-11-04,2023-12-20,46,2.57327455,272,36317,2,93256,2
25.8,17.2,4.1,31.6,5.9,2,2023-04-03,2023-06-22,80,2.202009524,9,17130,1,95310,1
250.2,166.8,42.0,3.6,19.6,0,2023-08-23,2023-09-30,38,2.823772721,82,35568,0,92027,1
224.55,149.7,35.6,6.0,17.3,2,2023-08-07,2023-09-28,52,1.004483641,591,73049,1,95250,3
57.3,38.2,3.7,13.8,7.6,1,2023-02-02,2023-03-20,46,1.022349699,659,91636,0,95951,2
141.3,94.2,4.9,8.1,9.7,2,2023-11-18,2024-02-01,75,2.332135542,216,46222,1,95364,3
265.5,177.0,9.3,6.4,12.8,1,2023-01-22,2023-03-07,44,1.503367738,377,44216,1,90069,3
425.4,283.6,42.0,66.2,25.5,0,2023-11-07,2024-01-26,80,0.9603801646,371,10437,4,93401,1
69.2,232.1,8.6,8.7,13.4,2,2023-04-14,2023-06-10,57,1.448758608,44,46348,0,95665,2
45.1,230.1,37.8,69.2,22.1,0,2023-02-14,2023-05-14,89,1.525685118,537,66226,0,92126,1
69.3,44.5,39.3,45.1,10.4,1,2023-06-20,2023-08-07,48,0.7384748093,895,33319,0,94550,3
58.5,17.2,45.9,69.3,9.3,0,2023-05-29,2023-08-11,74,1.589448907,725,10233,2,92356,3
58.4,151.5,41.3,58.5,18.5,2,2023-01-12,2023-02-26,45,2.599628229,581,10372,0,95612,1
75.0,180.8,10.8,58.4,12.9,1,2023-06-24,2023-08-18,55,2.090779402,445,40655,1,95545,0
23.5,8.7,48.9,75.0,7.2,1,2023-03-05,2023-05-29,85,1.546852821,781,46555,0,92104,0
11.6,57.5,32.8,23.5,11.8,0,2023-05-30,2023-08-09,71,1.81905234,849,54338,4,93210,1
1.0,120.2,19.6,11.6,13.2,1,2023-06-26,2023-09-05,71,1.268131857,680,35921,1,95312,2
21.2,8.6,2.1,1.0,4.8,2,2023-05-13,2023-07-27,75,1.938865521,337,57747,3,96013,3
24.2,199.8,2.6,21.2,10.6,2,2023-06-09,2023-08-12,64,0.7363350151,210,30960,2,91932,2
4.0,66.1,5.8,24.2,8.6,1,2023-07-12,2023-09-10,60,2.933211036,498,24304,2,91732,0
65.9,214.7,24.0,4.0,17.4,0,2023-01-08,2023-04-07,89,0.9332576978,917,48053,0,95675,3
7.2,23.8,35.1,65.9,9.2,2,2023-11-09,2024-01-17,69,1.869711737,620,31199,1,90048,1
46.0,97.5,7.6,7.2,9.7,2,2023-03-17,2023-05-15,59,1.906569121,266,40713,1,90039,2
52.9,204.1,32.9,46.0,19.0,2,2023-03-05,2023-05-20,76,1.949065456,563,84893,1,96031,0
114.0,195.4,47.7,52.9,22.4,2,2023-08-09,2023-09-16,38,2.904742124,442,61289,2,90292,3
55.8,67.8,36.6,114.0,12.5,1,2023-05-19,2023-07-01,43,1.135862055,471,37532,4,95650,3
18.3,281.4,39.6,55.8,24.4,0,2023-10-02,2023-12-16,75,1.290548564,550,60296,1,96001,0
19.1,69.2,20.5,18.3,11.3,2,2023-04-11,2023-05-13,32,2.109099835,594,33674,3,93940,1
53.4,147.3,23.9,19.1,14.6,0,2023-12-20,2024-01-19,30,1.544241962,758,48232,0,94565,0
23.5,218.4,27.7,53.4,18.0,2,2023-03-12,2023-05-22,71,1.172498809,388,57533,4,90036,3
49.6,237.4,5.1,23.5,12.5,0,2023-06-13,2023-08-01,49,2.545763535,16,54308,1,95423,3
26.2,13.2,15.9,49.6,5.6,1,2023-12-31,2024-02-26,57,0.9980535458,86,75037,0,92585,1
18.3,228.3,16.9,26.2,15.5,0,2023-03-11,2023-05-12,62,1.900255791,614,85287,3,95133,0
19.5,62.3,12.6,18.3,9.7,2,2023-01-30,2023-04-22,82,1.383334344,573,42890,0,93554,1
12.6,262.9,3.5,19.5,12.0,1,2023-12-02,2024-02-19,79,1.091688942,850,64468,2,90713,1
22.9,142.9,29.3,12.6,15.0,1,2023-10-23,2023-12-17,55,1.116298262,736,24368,3,95969,1
22.9,240.1,16.7,22.9,15.9,0,2023-10-09,2023-11-18,40,2.973749264,517,48743,4,91361,2
40.8,248.8,27.1,22.9,18.9,1,2023-07-09,2023-08-29,51,2.920500939,602,46666,1,95018,3
43.2,70.6,16.0,40.8,10.5,1,2023-01-12,2023-02-25,44,1.062244566,392,24402,1,92338,3
38.6,292.9,28.3,43.2,21.4,1,2023-04-10,2023-05-31,51,0.6610856471,1,53993,4,95701,2
30.0,112.9,17.4,38.6,11.9,0,2023-01-05,2023-03-14,68,1.503807024,924,88373,0,95129,2
0.3,97.2,1.5,30.0,9.6,1,2023-08-06,2023-10-25,80,1.921964032,155,26599,4,96055,2
7.4,265.6,20.0,0.3,17.4,1,2023-11-02,2024-01-17,76,1.068936093,907,49233,2,92227,2
8.5,95.7,1.4,7.4,9.5,0,2023-03-27,2023-06-19,84,1.278269155,787,24904,3,94601,3
5.0,290.7,4.1,8.5,12.8,1,2023-12-10,2024-02-29,81,2.981628327,430,83146,1,95548,2
45.7,266.9,43.8,5.0,25.4,1,2023-11-23,2024-01-16,54,2.738221048,903,76605,3,96124,3
35.1,74.7,49.4,45.7,14.7,1,2023-05-19,2023-08-06,79,1.789248162,350,34352,0,96010,1
32.0,43.1,26.7,35.1,10.1,2,2023-10-11,2023-11-13,33,1.352100742,140,46084,3,93620,3
31.6,228.0,37.7,32.0,21.5,2,2023-06-17,2023-07-24,37,1.702203403,717,31642,3,95245,0
38.7,202.5,22.3,31.6,16.6,1,2023-09-24,2023-11-08,45,1.728155654,764,36791,1,95973,0
1.8,177.0,33.4,38.7,17.1,2,2023-06-02,2023-07-25,53,1.363348462,920,10961,1,92701,1
26.4,293.6,27.7,1.8,20.7,1,2023-03-06,2023-05-27,82,2.001225771,432,94680,1,95694,1
43.3,206.9,8.4,26.4,12.9,0,2023-08-09,2023-10-08,60,2.55301475,577,71523,0,92345,1
31.5,25.1,25.7,43.3,8.5,2,2023-08-18,2023-09-27,40,2.336790203,16,29615,3,95688,3
35.7,175.1,22.5,31.5,14.9,1,2023-03-08,2023-04-18,41,1.586279243,181,66969,3,91436,2
18.5,89.7,9.9,35.7,10.6,2,2023-03-14,2023-06-06,84,1.63255586,460,93319,0,93551,2
49.9,239.9,41.5,18.5,23.2,2,2023-01-30,2023-04-12,72,1.253962355,886,41330,1,93274,1
36.8,227.2,15.8,49.9,14.8,1,2023-08-04,2023-09-27,54,2.023419898,85,93973,0,91367,0
34.6,66.9,11.7,36.8,9.7,2,2023-01-06,2023-02-28,53,1.012720693,851,30408,4,93928,3
3.6,199.8,3.1,34.6,11.4,0,2023-05-12,2023-07-09,58,2.130898192,498,74442,0,94043,0
39.6,100.4,9.6,3.6,10.7,2,2023-12-11,2024-02-19,70,1.813369144,659,46820,2,95422,0
58.7,216.4,41.7,39.6,22.6,2,2023-05-20,2023-06-30,41,2.974533145,258,21139,4,94947,0
15.9,182.6,46.2,58.7,21.2,1,2023-10-28,2023-12-07,40,2.488463779,659,37594,0,91301,3
60.0,262.7,28.8,15.9,20.2,0,2023-05-01,2023-06-30,60,2.260752857,992,46523,2,94621,1
41.4,198.9,49.4,60.0,23.7,0,2023-06-21,2023-09-17,88,1.699472894,64,89883,0,91724,2
16.6,7.3,28.1,41.4,5.5,0,2023-01-24,2023-03-20,55,1.854009468,749,68665,1,95668,3
37.7,136.2,19.2,16.6,13.2,1,2023-04-09,2023-06-18,70,1.03251657,168,90757,3,95670,3
9.3,210.8,49.6,37.7,23.8,1,2023-02-22,2023-04-26,63,2.186204374,414,99594,4,94502,0
21.4,210.7,29.5,9.3,18.4,0,2023-08-24,2023-11-16,84,1.124916259,796,21377,4,91711,3
54.7,53.5,2.0,21.4,8.1,1,2023-03-04,2023-05-04,61,2.788247248,556,20965,2,95325,1
27.3,261.3,42.7,54.7,24.2,2,2023-10-02,2023-11-12,41,2.257767213,103,96748,3,92276,3
8.4,239.3,15.5,27.3,15.7,2,2023-07-29,2023-09-01,34,2.878516667,987,38718,1,91367,0
28.9,102.7,29.6,8.4,14.0,1,2023-02-15,2023-04-21,65,1.917069367,686,10829,0,93205,2
0.9,131.1,42.8,28.9,18.0,0,2023-05-11,2023-08-06,87,2.828412926,238,80473,2,91016,1
2.2,69.0,9.3,0.9,9.3,2,2023-07-04,2023-08-19,46,2.581167363,157,59545,2,95073,0
10.2,31.5,24.6,2.2,9.5,1,2023-06-22,2023-07-25,33,2.554995172,127,37160,2,91384,3
11.0,139.3,14.5,10.2,13.4,2,2023-10-16,2023-12-07,52,1.468850874,818,92637,0,91207,2
27.2,237.4,27.5,11.0,18.9,2,2023-01-25,2023-02-25,31,1.390233807,69,79591,4,91301,2
38.7,216.8,43.9,27.2,22.3,1,2023-09-18,2023-11-04,47,1.513783862,17,70987,1,93940,2
31.7,199.1,30.6,38.7,18.3,1,2023-02-26,2023-04-04,37,1.773330582,722,59085,2,92122,0
19.3,109.8,14.3,31.7,12.4,2,2023-02-07,2023-04-25,77,1.487080986,116,81307,0,95629,1
31.3,26.8,33.0,19.3,8.8,0,2023-06-02,2023-08-20,79,1.859504037,262,30852,3,93675,3
13.1,129.4,5.7,31.3,11.0,2,2023-09-25,2023-10-31,36,1.42420619,642,14712,1,93460,1
89.4,213.4,24.6,13.1,17.0,0,2023-01-11,2023-02-21,41,0.5192435125,25,42131,0,95941,2
20.7,16.9,43.7,89.4,8.7,2,2023-08-15,2023-11-08,85,0.9939112729,488,23479,3,95257,0
14.2,27.5,1.6,20.7,6.9,0,2023-11-19,2023-12-24,35,2.414304087,978,55632,1,92883,1
9.4,120.5,28.5,14.2,14.2,0,2023-09-27,2023-11-23,57,2.601226193,49,20536,3,96048,2
23.1,5.4,29.9,9.4,5.3,2,2023-01-09,2023-03-20,70,2.153681044,296,49978,0,92029,2
22.3,116.0,7.7,23.1,11.0,2,2023-04-25,2023-06-02,38,1.153242222,577,91490,3,90029,0
86.25,76.4,26.7,22.3,11.8,1,2023-02-23,2023-05-07,73,0.5771026028,119,48849,2,92121,3
180.3,239.8,4.1,36.9,12.3,1,2023-03-17,2023-04-18,32,1.265557837,70,70895,4,95442,2
12.9,75.3,20.3,32.5,11.3,1,2023-11-02,2023-12-30,58,0.5584923057,661,69600,4,93041,3
299.7,68.4,44.5,35.6,13.6,0,2023-02-08,2023-04-24,75,2.246147221,331,84510,0,92122,2
99.15,213.5,43.0,33.8,21.7,1,2023-11-26,2024-02-20,86,0.9172408326,364,22680,3,92841,3
322.05,193.2,18.4,65.7,15.2,0,2023-09-04,2023-11-17,74,2.666045025,742,87458,3,95227,3
35.7,76.3,27.5,16.0,12.0,2,2023-07-22,2023-09-17,57,1.544659008,381,41964,4,90260,0
146.25,110.7,40.6,63.2,16.0,2,2023-10-17,2023-12-28,72,0.8682648023,679,46604,2,92071,0
306.15,88.3,25.5,73.4,12.9,1,2023-03-04,2023-04-09,36,1.538162456,769,34309,0,95220,3
293.1,109.8,47.8,51.4,16.7,1,2023-03-24,2023-06-11,79,0.5615474615,376,70134,1,94508,0
101.7,134.3,4.9,9.3,11.2,0,2023-01-08,2023-03-08,59,2.099838011,949,71619,2,91733,0
422.1,28.6,1.5,33.0,7.3,0,2023-05-30,2023-07-18,49,1.482265012,619,17821,0,95203,2
103.8,217.7,33.5,59.0,19.4,2,2023-11-01,2023-12-10,39,1.567640315,949,31642,2,91207,1
220.95,250.9,36.5,72.3,22.2,0,2023-03-03,2023-04-10,38,0.5180395086,73,73759,4,92101,2
327.6,107.4,14.0,10.9,11.5,1,2023-10-30,2023-12-12,43,2.703269275,573,95419,1,92117,1
356.1,163.3,31.6,52.9,16.9,2,2023-08-29,2023-10-29,61,1.673560316,293,20611,3,95659,3
19.8,197.6,3.5,5.9,11.7,2,2023-12-08,2024-01-18,41,0.5117455284,858,52438,0,95669,1
342.45,184.9,21.0,22.0,15.5,0,2023-04-28,2023-07-06,69,1.577043194,666,43205,0,91504,2
93.45,289.7,42.3,51.2,25.4,2,2023-06-11,2023-08-22,72,1.367144024,289,44798,3,92129,0
394.35,135.2,41.7,45.9,17.2,0,2023-01-25,2023-04-13,78,2.07309902,375,90700,0,96125,0
214.35,222.4,4.3,49.8,11.7,1,2023-01-05,2023-03-06,60,0.9576025436,419,84697,2,93703,3
360.15,296.4,36.3,100.9,23.8,1,2023-12-14,2024-02-04,52,2.225458846,595,39677,2,92267,1
373.2,280.2,10.1,21.4,14.8,1,2023-02-24,2023-03-27,31,2.810891222,716,47613,2,91377,1
105.9,187.9,17.2,17.9,14.7,2,2023-01-08,2023-04-05,87,1.548167937,232,91542,4,95595,3
439.35,238.2,34.3,5.3,20.7,0,2023-09-29,2023-12-08,70,1.53012695,714,60916,0,93711,3
169.35,137.9,46.4,59.0,19.2,2,2023-09-26,2023-12-15,80,1.890371888,243,20011,4,91931,3
145.8,25.0,11.0,29.7,7.2,0,2023-09-19,2023-12-09,81,2.433629471,336,10614,1,95426,3
398.4,90.4,0.3,23.2,8.7,2,2023-09-07,2023-11-22,76,0.8080528634,154,25870,0,95830,3
143.55,13.1,0.4,25.6,5.3,0,2023-02-12,2023-04-14,61,2.898702208,332,87144,1,94544,2
436.05,255.4,26.9,5.5,19.8,1,2023-03-07,2023-06-04,89,2.505408161,703,13178,3,95118,1
400.35,225.8,8.2,56.5,13.4,2,2023-05-31,2023-07-13,43,2.807876041,10,29825,1,95123,0
112.05,241.7,38.0,23.2,21.8,1,2023-09-14,2023-10-17,33,2.400046063,498,21205,0,91208,1
64.65,175.7,15.4,2.4,14.1,1,2023-01-11,2023-03-19,67,1.454129762,682,11810,3,92592,1
342.0,209.6,20.6,10.7,15.9,2,2023-07-03,2023-09-03,62,2.946717053,23,49798,4,94305,2
303.75,78.2,46.8,34.5,14.6,1,2023-05-19,2023-08-08,81,0.6557537887,769,23603,3,94074,3
265.5,75.1,35.0,52.7,12.6,2,2023-09-19,2023-12-09,81,2.040181084,539,79830,3,95713,2
440.4,139.2,14.3,25.6,12.2,0,2023-03-31,2023-06-25,86,1.555264102,126,95069,3,91602,1
310.35,76.4,0.8,14.8,9.4,2,2023-08-29,2023-10-20,52,2.570153584,754,32213,4,92320,2
37.65,125.7,36.9,79.2,15.9,2,2023-07-27,2023-09-04,39,0.9350635551,684,29319,1,90028,2
262.65,19.4,16.0,22.3,6.6,1,2023-02-28,2023-05-27,88,1.738124131,982,75547,0,92024,3
134.55,141.3,26.8,46.2,15.5,2,2023-03-24,2023-06-08,76,1.069146707,695,53137,2,92121,1
359.85,18.8,21.7,50.4,7.0,1,2023-07-26,2023-10-14,80,0.732390661,614,18840,3,90604,3
340.8,224.0,2.4,15.6,11.6,1,2023-07-10,2023-08-29,50,2.288080631,804,93065,1,95831,1
100.35,123.1,34.6,12.4,15.2,0,2023-03-03,2023-05-18,76,1.312893779,534,67640,3,90024,2
299.7,229.5,32.3,74.2,19.7,1,2023-08-20,2023-11-17,89,2.400923156,395,61054,0,94541,3
150.6,87.2,11.8,25.9,10.6,0,2023-11-05,2024-01-02,58,2.371776241,431,79346,3,95460,1
324.6,7.8,38.9,50.6,6.6,0,2023-01-14,2023-02-28,45,1.936397161,782,39235,1,93308,1
273.9,80.2,0.0,9.2,8.8,2,2023-03-28,2023-05-12,45,2.671691003,697,91302,1,94127,0
394.05,220.3,49.0,3.2,24.7,1,2023-02-22,2023-04-22,59,2.021324704,466,14540,2,90021,0
298.35,59.6,12.0,43.1,9.7,2,2023-04-20,2023-07-17,88,0.9713464441,84,75428,2,91770,3
10.95,0.7,39.6,8.7,1.6,1,2023-07-01,2023-09-25,86,1.112716739,658,95753,0,91730,3
204.3,265.2,2.9,43.0,12.7,2,2023-02-09,2023-04-12,62,2.011156949,339,17740,1,91301,3
316.2,8.4,27.2,2.1,5.7,0,2023-09-10,2023-11-14,65,1.920386142,986,82347,1,92618,3
316.05,219.8,33.5,45.1,19.6,2,2023-01-31,2023-03-06,34,1.013356752,162,44056,2,95623,0
80.25,36.9,38.6,65.6,10.8,2,2023-06-03,2023-07-26,53,2.354516653,265,94287,4,92305,3
391.95,48.3,47.0,8.5,11.6,1,2023-12-15,2024-02-10,57,0.8898086921,55,26564,3,96122,2
358.95,25.6,39.0,9.3,9.5,1,2023-07-04,2023-09-04,62,1.43541388,553,83944,2,96137,2
154.05,273.7,28.9,59.7,20.8,0,2023-12-28,2024-03-16,79,0.9385500452,170,33641,2,92116,3
196.65,43.0,25.9,20.5,9.6,0,2023-10-05,2023-11-21,47,0.6786191728,986,15206,3,94520,2
